study_hours,sleep_hours,exercise,screen_time,consistency,procrastination,goal_clarity,target
7.08,4.89,0,6.86,6,5,2,Average
8.28,6.06,1,2.99,8,3,8,High
4.27,7.17,1,7.94,3,6,6,Average
5.48,7.37,1,3.82,8,6,8,High
5.97,5.83,1,8.84,5,7,8,Average
7.51,8.27,1,2.08,8,2,6,High
4.97,5.87,1,3.08,6,5,8,High
6.86,6.45,1,1.4,8,1,8,High
4.15,6.88,1,3.51,8,5,10,High
5.57,7.62,0,8.06,5,3,7,High
7.51,7.38,0,3.81,10,1,8,High
5.01,7.02,0,7.4,7,5,6,Average
6.79,7.31,0,4.22,6,1,9,High
6.82,7.57,1,3.29,7,1,9,High
9.22,6.07,0,5.86,7,6,6,High
5.2,7.43,1,4.64,3,4,6,High
4.78,7.81,1,2.35,8,2,8,High
3.44,7.5,0,10.62,4,6,6,Negative
4.45,8.62,1,2.77,9,2,8,High
7.91,7.0,1,4.28,9,2,8,High
5.33,8.15,1,4.3,8,5,9,High
6.43,6.92,1,5.71,7,3,6,High
4.1,7.23,1,4.04,5,3,8,High
7.16,8.17,1,8.88,5,5,10,High
1.91,6.42,0,5.48,6,5,5,Average
5.63,9.29,1,5.17,6,8,7,Average
3.31,7.13,0,4.84,6,6,5,Average
7.2,5.51,1,3.82,7,7,8,High
4.66,6.04,1,3.34,7,5,3,Average
3.93,6.45,0,2.97,7,4,4,Average
8.52,7.76,0,7.27,6,5,8,High
5.55,5.51,0,6.85,3,4,5,Average
5.06,8.9,1,5.05,8,1,8,High
3.7,5.75,0,1.8,6,10,4,Negative
4.79,7.21,1,4.54,6,5,8,High
3.05,5.63,1,6.3,6,7,7,Average
4.11,6.55,0,4.48,6,8,8,Average
5.55,7.46,1,2.77,8,2,10,High
4.7,7.29,1,4.52,7,6,8,High
5.63,5.21,0,5.02,5,2,9,High
5.57,7.53,1,4.63,7,3,8,High
4.08,6.61,0,7.14,6,4,7,Average
6.45,6.74,0,2.23,8,1,10,High
5.07,5.45,0,5.8,7,1,10,High
2.76,8.26,0,7.85,1,7,1,Negative
1.24,7.89,1,2.97,6,4,5,Average
4.16,6.92,0,4.08,8,4,9,High
5.41,7.04,0,8.08,5,6,7,Average
3.77,8.81,0,5.37,5,6,6,Average
6.24,6.53,1,6.42,7,4,8,High
6.22,4.42,0,10.08,4,7,5,Negative
5.11,4.85,0,4.87,7,4,8,High
7.94,6.3,0,8.8,7,5,7,High
6.94,6.92,1,2.8,9,1,8,High
1.56,5.94,0,6.11,4,6,3,Negative
5.91,7.38,0,6.1,7,5,2,Average
9.29,4.21,1,3.25,7,4,7,High
6.83,7.59,1,2.15,8,1,8,High
4.39,6.59,0,3.12,6,1,7,High
2.2,6.73,1,5.13,4,5,2,Negative
2.49,4.91,0,8.46,5,8,5,Negative
6.17,7.76,1,4.98,7,1,7,High
3.97,6.55,0,2.27,7,4,9,High
7.18,6.02,0,4.54,3,7,4,Average
7.22,8.75,1,7.63,6,8,9,High
3.59,6.89,1,4.68,5,4,9,High
4.63,5.22,1,9.82,5,5,5,Average
6.47,6.83,1,4.51,10,5,9,High
6.86,6.97,0,7.0,5,4,7,High
2.12,5.46,0,8.73,3,7,5,Negative
10.0,6.25,0,2.4,10,4,10,High
4.92,7.57,1,4.53,5,4,8,High
6.65,6.15,1,5.83,6,7,5,Average
2.62,8.21,1,5.91,6,2,7,High
1.86,4.72,1,4.54,6,10,2,Negative
7.37,8.53,1,2.52,8,3,9,High
5.05,7.76,0,5.6,4,3,8,High
2.6,6.33,0,9.41,7,6,4,Negative
6.07,8.03,1,6.39,6,6,2,Average
5.78,7.28,0,6.52,5,10,9,Average
8.03,8.02,1,9.01,5,3,1,Average
6.72,8.33,1,4.98,6,3,7,High
6.51,6.16,1,5.58,6,2,8,High
4.81,6.71,1,3.39,7,1,8,High
9.45,8.0,1,1.59,7,2,10,High
3.32,7.05,0,7.31,5,5,3,Average
4.93,9.07,1,3.01,7,5,7,High
7.72,7.54,1,2.64,9,4,9,High
2.1,8.55,1,6.02,2,4,3,Negative
4.43,7.57,0,6.87,9,2,6,High
5.88,7.81,0,2.32,7,3,9,High
5.73,5.41,0,5.83,6,4,7,High
3.17,7.9,1,6.55,6,3,6,High
4.53,7.5,1,3.57,4,5,7,High
2.01,6.41,1,9.58,8,8,7,Average
6.31,6.23,0,7.28,5,5,5,Average
7.81,6.7,0,7.62,5,6,6,Average
6.32,6.34,0,5.14,8,2,9,High
4.92,5.48,1,4.52,6,5,6,High
2.26,8.23,0,7.76,3,5,4,Negative
5.27,6.17,0,6.6,6,6,7,Average
8.8,9.46,0,6.88,7,7,9,High
3.2,6.9,1,5.33,7,5,7,High
6.86,5.56,1,7.4,5,2,3,High
9.19,6.9,0,6.15,6,4,9,High
9.84,7.38,1,5.05,7,5,8,High
2.89,7.47,1,7.26,7,6,7,Average
4.73,7.65,0,6.52,9,3,7,High
2.69,6.82,0,4.23,7,4,8,High
7.4,5.16,1,8.66,7,7,6,Average
4.38,7.14,0,8.1,7,5,9,High
8.08,6.25,1,6.97,7,4,4,High
9.26,7.8,1,2.67,10,2,8,High
5.74,7.35,1,2.84,7,2,10,High
7.07,5.14,1,7.18,7,2,8,High
5.35,8.58,0,5.65,6,2,6,High
7.03,6.01,0,9.0,8,4,7,High
8.91,7.42,1,5.62,3,2,8,High
6.63,3.25,0,6.48,5,2,3,Average
7.08,8.35,1,3.94,7,2,8,High
8.47,7.81,0,2.48,9,3,6,High
4.81,7.13,1,3.77,7,1,7,High
6.88,7.77,0,9.7,6,4,7,High
6.75,5.47,0,7.52,6,6,9,High
0.0,6.32,1,4.93,3,8,3,Negative
6.22,8.17,1,2.11,9,2,8,High
3.24,5.32,1,6.71,8,6,6,Average
5.79,8.25,1,3.33,9,2,9,High
7.53,8.07,0,2.2,8,2,8,High
5.95,5.59,1,7.36,6,4,6,High
2.04,4.87,0,8.26,7,5,5,Average
3.97,6.02,0,10.41,7,5,4,Average
4.05,7.4,1,5.67,7,5,8,High
5.84,7.82,0,3.89,6,4,4,High
4.98,7.17,1,4.46,8,4,7,High
9.15,8.39,0,6.44,5,5,8,High
6.31,6.56,0,5.22,4,9,8,Average
6.46,8.6,1,7.18,1,4,9,High
7.88,5.22,0,4.45,8,3,10,High
7.72,4.72,0,5.94,7,6,5,Average
3.28,9.46,0,8.85,4,8,5,Negative
5.08,8.12,0,4.29,3,3,5,Average
4.08,6.54,0,5.4,5,6,6,Average
1.36,5.77,0,6.09,5,5,7,Average
6.04,5.64,1,7.91,4,8,6,Average
8.0,6.76,0,5.34,7,4,7,High
2.4,5.26,0,3.53,3,5,2,Negative
7.42,7.65,1,3.8,7,4,9,High
8.32,5.52,0,4.79,7,5,8,High
7.26,6.1,1,5.03,4,6,1,Average
5.83,7.23,1,5.5,9,1,10,High
3.69,6.28,1,3.93,5,2,6,High
6.32,8.01,1,3.81,8,2,7,High
2.48,8.55,0,5.28,5,3,6,Average
6.79,7.65,0,4.68,6,6,6,High
1.72,7.9,1,7.52,5,5,5,Average
5.14,5.68,1,8.21,7,5,9,High
5.63,7.91,1,3.42,9,2,9,High
3.63,5.14,1,2.65,5,5,7,High
2.44,6.55,0,5.65,5,3,8,Average
3.02,5.91,0,9.62,5,6,4,Negative
3.99,5.07,0,7.15,6,5,5,Average
7.45,4.71,0,6.65,6,6,5,Average
6.53,5.69,1,5.93,4,7,5,Average
8.85,5.69,0,4.94,2,5,7,High
6.92,7.48,1,2.86,6,4,7,High
3.93,7.79,1,4.69,7,3,9,High
8.66,8.61,1,1.79,6,3,8,High
7.63,7.51,1,2.91,8,1,7,High
5.77,7.42,0,6.37,5,8,8,Average
7.28,5.79,1,3.99,5,3,4,High
3.63,5.31,0,8.19,8,4,7,Average
8.24,5.49,1,3.24,9,4,8,High
5.66,5.02,0,7.31,5,9,5,Negative
6.14,6.05,1,6.7,5,9,8,Average
5.95,6.73,1,6.63,5,6,5,Average
6.51,6.92,1,3.4,8,4,9,High
5.39,8.06,0,2.25,5,1,8,High
3.62,4.58,0,9.4,1,9,4,Negative
1.94,3.7,0,6.84,2,10,6,Negative
5.65,6.57,1,4.73,5,4,7,High
2.87,7.26,0,6.15,6,2,8,High
9.94,7.28,1,2.88,8,2,8,High
7.75,7.64,1,3.24,10,4,10,High
2.65,5.23,0,8.96,4,9,6,Negative
7.69,6.73,0,6.09,5,9,7,Average
5.71,8.51,0,7.2,7,4,5,High
4.52,8.85,0,4.02,5,6,8,Average
4.66,7.3,1,4.14,7,2,6,High
7.57,7.24,1,2.1,8,1,9,High
7.13,6.43,1,2.37,10,2,10,High
3.65,7.18,0,6.89,6,6,8,Average
5.14,8.85,0,4.87,6,4,8,High
7.58,6.96,1,5.95,6,4,7,High
5.48,6.18,1,10.47,4,5,7,Average
4.34,5.22,1,1.39,8,6,8,High
1.07,8.77,1,3.42,1,6,3,Negative
4.92,5.81,1,3.4,7,4,7,High
2.65,6.0,0,6.62,9,6,7,Average
4.59,6.63,1,5.53,9,5,4,High
3.0,7.69,1,5.18,5,5,6,Average
5.26,6.51,0,5.91,7,2,9,High
8.46,7.46,1,3.01,9,1,6,High
5.43,3.98,0,8.01,4,8,2,Negative
7.7,6.03,1,2.43,8,1,9,High
3.25,5.53,0,6.93,4,5,4,Negative
5.0,6.66,1,4.05,8,3,7,High
3.05,5.99,0,5.43,4,6,7,Average
4.62,6.58,0,7.93,4,7,7,Average
6.15,8.98,0,4.13,6,4,7,High
6.07,6.79,1,2.89,8,3,8,High
4.1,5.74,0,7.63,4,7,2,Negative
4.46,5.91,0,6.89,5,3,5,Average
0.61,5.6,0,9.92,4,4,3,Negative
4.75,6.27,1,7.09,5,5,6,Average
3.65,5.21,0,5.56,3,6,6,Negative
5.6,6.71,0,6.13,4,6,5,Average
4.4,6.89,0,9.48,7,4,6,Average
6.48,5.04,0,8.47,7,7,4,Average
4.54,5.67,1,2.74,7,6,5,High
3.11,6.41,1,7.31,5,5,7,Average
4.82,7.5,1,4.81,10,2,7,High
2.5,5.65,1,5.66,7,6,5,Average
7.65,5.39,0,8.3,3,3,6,Average
8.21,5.23,1,5.74,5,5,8,High
2.41,5.66,1,6.62,4,6,7,Average
4.52,6.76,1,4.3,6,4,6,High
5.78,9.06,1,3.01,7,1,7,High
2.59,6.7,0,5.01,6,5,6,Average
3.69,6.94,1,3.89,4,5,7,Average
1.49,4.88,1,8.28,4,6,3,Negative
1.95,5.12,0,5.69,7,5,6,Average
2.82,5.77,0,8.52,2,5,6,Negative
5.79,8.89,0,3.2,7,5,4,High
3.27,7.01,1,6.01,6,5,6,Average
6.64,3.98,1,7.32,4,5,6,Average
6.99,6.57,1,3.27,10,3,8,High
2.79,7.04,1,9.39,4,9,3,Negative
7.85,7.6,1,5.41,10,4,9,High
3.72,8.66,1,5.01,4,7,5,Average
2.76,8.16,1,4.95,5,5,5,Average
3.23,7.66,0,6.32,5,6,7,Average
6.71,6.74,0,7.18,5,5,5,Average
3.1,5.76,0,4.49,6,3,8,High
4.57,7.3,0,4.36,8,3,7,High
3.48,7.2,1,7.89,5,9,5,Negative
7.97,4.37,0,7.82,3,4,3,Average
6.99,6.61,0,7.6,6,8,6,Average
5.75,7.09,0,5.3,6,6,6,Average
2.7,6.94,1,6.19,3,6,4,Negative
4.39,6.52,1,8.94,3,3,5,Average
3.03,5.62,0,5.77,5,4,4,Average
6.17,7.64,0,7.24,5,7,5,Average
5.67,6.62,1,3.45,9,5,9,High
4.04,4.49,0,6.27,3,8,6,Negative
3.69,5.42,1,7.79,4,7,3,Negative
2.3,3.99,0,11.18,4,9,6,Negative
6.26,5.81,1,4.62,9,4,6,High
1.49,7.1,1,6.37,5,8,5,Negative
6.12,9.08,1,5.36,9,5,7,High
5.84,8.52,1,5.34,7,8,6,Average
2.74,4.92,1,5.51,3,8,5,Negative
3.89,5.54,0,6.04,5,6,6,Average
3.22,6.09,0,7.87,3,5,6,Negative
1.13,7.38,0,9.87,7,5,4,Negative
5.24,5.71,0,4.34,5,6,4,Average
2.94,4.77,0,6.02,5,4,5,Average
5.0,6.72,1,5.96,5,4,3,Average
7.89,7.84,1,5.47,6,3,8,High
7.25,5.6,0,6.69,6,6,2,Average
7.65,7.07,1,3.73,6,5,8,High
4.16,7.66,1,2.18,5,1,8,High
2.46,6.55,0,6.54,5,6,2,Negative
2.77,6.98,0,9.5,5,7,4,Negative
5.93,8.2,1,4.97,7,6,9,High
5.9,8.08,1,3.43,8,2,8,High
4.61,6.15,0,5.62,7,2,7,High
5.59,7.32,1,5.4,6,5,10,High
4.78,5.95,1,4.63,6,5,3,Average
3.6,6.93,0,5.11,4,9,5,Negative
7.93,5.98,1,3.76,3,7,6,Average
6.53,9.34,1,3.59,10,4,10,High
7.67,6.9,0,3.23,6,6,8,High
3.49,7.56,0,5.88,5,6,5,Average
6.1,8.4,1,4.7,10,3,8,High
6.34,6.4,0,3.01,8,5,6,High
5.73,6.88,1,2.0,8,4,8,High
6.02,6.09,0,6.97,4,4,2,Average
6.6,7.1,1,5.88,8,6,6,High
5.84,6.66,0,6.11,4,4,6,Average
6.03,5.46,1,1.96,8,7,7,High
5.37,9.12,1,4.84,8,2,8,High
7.1,6.36,0,5.54,6,5,6,High
3.62,6.92,0,6.81,3,8,5,Negative
5.06,6.66,0,5.97,5,2,10,High
6.71,6.34,1,3.15,10,1,8,High
4.53,6.9,1,5.49,8,5,3,Average
8.59,7.53,1,2.62,10,2,10,High
2.59,5.25,0,8.28,5,8,4,Negative
4.54,6.81,0,4.45,6,6,3,Average
3.29,8.25,0,4.99,3,6,5,Negative
2.6,6.82,0,8.49,6,4,6,Average
6.39,6.48,1,4.67,8,2,9,High
4.5,8.88,1,3.27,8,3,9,High
4.38,6.63,0,2.6,4,7,3,Average
6.14,6.45,1,2.2,8,1,9,High
4.04,5.92,1,6.31,5,4,8,High
7.58,8.03,0,4.39,8,3,8,High
8.33,7.91,0,6.08,6,7,8,High
4.07,7.24,1,2.8,5,4,7,High
1.76,5.3,0,7.83,3,6,4,Negative
5.04,7.0,1,6.95,4,8,8,Average
5.53,7.25,0,5.33,8,4,8,High
1.11,5.62,0,9.72,4,10,6,Negative
5.0,6.72,0,0.72,6,2,7,High
5.85,7.01,1,3.76,6,3,7,High
6.37,7.16,1,3.22,8,5,8,High
2.03,9.82,0,8.33,4,9,5,Negative
1.98,6.99,0,7.5,3,9,5,Negative
6.01,7.01,1,6.67,6,5,6,High
1.17,6.07,0,4.15,7,1,8,High
7.85,5.9,0,4.37,2,5,5,Average
5.75,6.6,1,5.03,5,3,7,High
4.66,6.66,0,6.11,7,8,5,Average
3.3,6.81,0,3.15,7,7,6,Average
6.85,6.08,1,5.24,7,5,8,High
4.95,8.19,1,3.53,7,4,8,High
6.01,5.93,1,3.64,8,4,8,High
3.2,6.19,1,7.26,5,7,5,Average
3.66,5.95,0,10.48,4,10,3,Negative
6.42,8.77,1,3.69,8,2,9,High
1.64,3.0,0,6.59,6,6,4,Negative
2.21,3.92,0,8.7,4,7,3,Negative
7.15,7.89,1,2.82,8,1,9,High
4.01,5.84,1,4.21,7,6,8,High
6.33,6.85,1,5.99,7,5,10,High
8.51,7.61,1,5.72,4,6,5,High
4.49,6.52,0,2.44,8,4,8,High
5.72,6.85,0,4.62,7,3,7,High
5.5,7.51,1,4.62,7,2,8,High
2.72,5.64,0,3.89,4,8,4,Negative
6.21,6.67,1,4.67,9,1,3,High
7.24,6.13,1,5.4,5,7,5,Average
2.84,5.55,0,2.48,7,4,6,High
5.41,6.66,1,2.66,8,5,9,High
5.0,7.93,0,6.23,8,4,9,High
5.07,5.78,0,8.35,4,1,8,High
2.89,3.81,1,5.3,4,6,5,Negative
7.73,7.72,0,4.16,8,3,7,High
5.99,8.95,0,4.9,5,6,6,Average
8.81,5.98,0,6.3,8,2,8,High
2.95,6.1,0,7.91,6,2,6,Average
10.0,8.33,0,3.38,9,2,8,High
1.8,5.21,0,6.78,5,7,6,Negative
4.78,5.95,1,8.98,8,1,7,High
6.07,7.06,1,3.98,7,6,6,High
6.43,6.5,0,2.71,8,7,6,High
0.88,4.8,0,7.9,5,6,2,Negative
1.97,5.82,0,6.67,2,8,6,Negative
3.66,6.38,1,6.39,5,2,8,High
5.05,7.5,0,5.88,6,5,1,Average
3.64,7.26,1,6.19,4,6,4,Average
5.55,5.81,0,3.36,6,7,2,Average
7.14,6.76,1,3.69,8,2,9,High
6.46,4.61,1,0.55,4,3,5,High
2.35,5.96,0,4.23,3,5,5,Negative
5.84,5.41,1,4.46,3,4,8,High
6.07,7.67,0,4.7,7,4,9,High
5.51,6.35,0,9.47,3,6,4,Negative
1.99,7.1,1,3.76,8,5,7,High
4.36,7.69,0,10.66,6,6,7,Average
2.67,7.64,0,8.02,8,5,8,Average
2.73,7.78,1,3.54,7,2,7,High
6.82,8.82,0,4.7,5,3,4,High
6.62,7.53,0,1.47,7,6,8,High
4.55,9.0,0,9.2,4,6,6,Average
3.31,8.32,0,6.48,6,4,5,Average
6.34,5.89,0,9.56,4,6,9,Average
5.15,7.04,1,0.9,8,5,8,High
4.92,7.23,0,3.37,6,3,7,High
5.66,8.32,1,4.24,5,4,7,High
2.73,8.01,1,5.42,7,3,7,High
4.01,7.09,0,2.97,4,5,2,Average
8.07,6.75,1,6.76,4,6,5,Average
8.11,10.0,1,4.22,8,2,7,High
1.83,6.24,0,5.84,5,7,3,Negative
2.51,7.48,0,3.78,10,1,7,High
4.65,6.34,0,7.75,7,4,8,High
8.83,4.28,0,5.71,5,6,6,Average
3.51,7.31,1,4.9,6,1,8,High
8.45,7.6,0,1.76,8,2,10,High
4.92,5.95,1,7.29,7,5,8,High
2.67,5.16,0,3.16,5,8,4,Negative
4.85,7.12,1,5.64,5,2,6,High
8.45,7.25,1,6.1,9,3,6,High
2.95,6.82,1,7.18,5,5,3,Average
4.28,7.23,1,2.1,7,3,6,High
4.59,4.07,0,6.62,6,5,6,Average
4.39,6.1,1,4.56,7,6,9,High
7.67,6.14,1,2.08,7,5,8,High
2.42,7.82,0,5.75,7,6,8,Average
5.72,7.24,0,7.18,7,4,6,High
8.5,4.33,0,6.74,9,6,10,High
3.86,5.6,1,3.61,7,4,5,High
6.26,8.58,1,6.67,8,5,7,High
2.99,5.03,0,9.5,4,6,5,Negative
5.5,7.67,1,4.55,6,2,1,High
5.72,7.36,0,8.2,5,6,8,Average
4.51,5.15,0,8.35,4,4,4,Average
3.89,7.14,0,4.65,9,3,8,High
5.34,8.11,1,6.06,6,1,5,High
2.36,6.26,0,4.68,8,1,9,High
4.5,7.42,0,9.45,1,5,5,Negative
2.67,7.16,0,6.98,8,6,6,Average
10.0,6.6,0,7.04,4,3,9,High
3.73,4.78,0,6.8,2,6,7,Negative
6.07,5.43,1,7.4,4,7,8,Average
3.37,6.26,1,6.2,5,7,3,Negative
7.21,4.64,1,5.23,4,7,5,Average
1.71,5.57,0,8.57,3,7,6,Negative
3.7,7.27,1,5.88,10,1,7,High
6.91,8.21,1,3.13,7,3,9,High
2.61,6.73,1,8.7,5,9,5,Negative
0.74,6.58,0,10.26,4,6,4,Negative
6.52,7.87,1,3.44,8,4,9,High
8.63,4.21,0,7.55,6,7,8,High
3.55,5.87,1,4.18,8,5,6,High
7.08,7.9,1,5.67,5,7,7,High
5.6,7.86,0,7.88,4,4,3,Average
7.96,6.87,1,3.33,8,2,9,High
8.93,6.35,1,3.5,7,3,8,High
6.24,8.59,0,8.52,5,5,8,Average
4.36,6.28,1,0.83,5,2,3,High
2.31,7.06,0,6.6,7,3,5,Average
6.46,6.85,1,6.61,5,4,9,High
8.28,6.11,1,5.65,4,4,7,High
8.02,7.31,1,4.34,8,2,8,High
6.93,6.43,0,5.95,5,4,6,High
5.83,7.91,1,4.54,8,3,9,High
4.38,9.34,1,2.43,8,1,8,High
4.9,5.98,1,3.3,5,6,5,Average
7.72,6.82,1,3.13,8,4,10,High
4.88,5.5,0,7.12,2,5,4,Negative
6.51,6.69,1,3.64,10,2,8,High
2.18,6.98,0,4.61,6,6,7,Average
2.95,7.79,0,7.31,4,5,5,Average
5.18,6.81,1,2.87,8,2,10,High
2.1,7.15,1,6.76,2,6,7,Average
5.97,7.29,0,5.84,4,5,7,Average
5.12,5.81,0,4.19,5,6,6,Average
7.73,5.76,0,3.11,7,5,9,High
5.43,9.33,0,8.55,8,4,9,High
3.45,5.93,0,8.96,3,6,6,Negative
4.21,5.69,1,4.19,6,4,5,High
3.79,8.89,0,5.21,6,5,5,Average
3.99,6.46,1,6.35,6,7,6,Average
3.57,6.64,0,6.33,8,5,4,Average
6.2,6.93,1,1.81,9,2,10,High
7.39,8.04,0,4.52,4,6,5,Average
5.16,5.57,1,2.84,8,5,8,High
4.21,7.34,0,6.1,2,7,5,Negative
7.38,7.3,0,8.86,5,8,6,Average
7.24,8.71,1,7.1,6,4,3,High
3.42,6.32,1,5.53,7,6,5,Average
4.55,9.17,0,6.5,1,7,3,Negative
4.83,7.34,1,2.93,9,5,10,High
5.38,6.68,1,2.08,7,5,9,High
4.23,7.21,1,5.18,8,2,9,High
8.59,6.85,1,6.18,7,3,8,High
4.21,6.02,0,6.31,4,5,5,Average
5.52,5.66,1,5.53,7,5,5,High
4.15,7.86,0,5.85,7,3,6,High
7.19,5.38,0,7.07,2,5,7,Average
5.99,5.63,1,7.89,7,6,5,Average
7.26,5.05,0,8.02,7,6,4,Average
3.4,5.15,0,4.18,5,2,7,High
7.22,6.28,1,2.32,7,2,7,High
4.46,6.89,0,3.2,8,3,8,High
6.98,5.94,1,2.57,8,4,10,High
3.78,6.4,1,4.47,7,6,6,Average
5.86,7.37,1,1.47,6,3,6,High
3.94,5.43,1,4.26,7,6,7,High
5.39,7.03,0,5.2,5,5,5,Average
3.37,6.81,0,4.15,5,5,8,Average
5.89,7.49,1,5.09,7,5,7,High
5.93,7.15,0,5.56,6,2,5,High
1.61,7.23,0,5.14,3,10,3,Negative
6.47,8.69,1,3.34,5,5,8,High
4.65,6.83,0,9.52,2,4,6,Average
5.14,6.52,0,5.77,7,2,9,High
3.68,4.6,0,5.55,1,7,1,Negative
2.36,5.26,0,6.63,7,8,6,Negative
4.81,8.38,1,6.69,1,4,4,Average
7.04,5.56,0,3.04,7,8,4,Average
6.27,8.28,1,4.15,7,4,6,High
4.87,8.41,0,5.33,6,6,7,Average
8.91,6.8,1,3.53,7,3,8,High
5.04,7.54,0,4.65,8,4,10,High
6.32,4.92,1,4.81,6,3,7,High
5.93,7.03,0,1.34,10,3,9,High
2.29,3.61,0,4.52,5,5,6,Average
6.45,3.34,1,2.61,4,8,4,Average
2.1,8.47,1,3.9,8,6,9,High
6.54,7.08,1,6.74,4,8,7,Average
6.06,5.98,1,1.95,10,3,8,High
2.62,6.54,0,6.75,1,6,4,Negative
4.56,6.64,1,2.31,7,1,8,High
7.11,8.24,1,4.7,7,4,6,High
7.66,7.19,1,2.9,7,4,10,High
5.51,7.07,1,2.32,9,3,10,High
2.05,5.37,0,1.1,7,8,5,Average
4.78,5.43,1,7.83,6,7,5,Average
6.53,6.61,0,7.62,7,1,4,High
3.45,6.05,1,2.99,8,5,3,Average
7.71,8.57,1,2.71,9,3,9,High
0.6,5.14,1,10.62,4,6,8,Negative
3.51,7.1,0,11.04,2,7,5,Negative
6.73,5.68,0,6.24,5,6,5,Average
4.58,5.64,0,9.06,4,8,1,Negative
6.39,8.0,1,6.82,5,7,8,High
4.34,5.55,1,2.17,8,4,7,High
6.36,4.03,1,6.87,8,7,5,Average
6.77,5.42,0,10.08,7,7,9,Average
7.21,5.35,0,5.99,6,3,7,High
6.95,7.06,0,5.6,9,7,5,High
2.57,6.88,1,7.95,6,5,6,Average
4.38,7.94,1,12.0,4,6,1,Negative
7.16,7.69,0,4.07,6,3,7,High
3.52,7.23,0,2.23,5,4,7,High
5.35,5.77,0,4.58,8,6,6,High
7.6,8.14,0,3.49,10,1,9,High
1.35,4.86,1,11.35,4,7,7,Negative
4.25,7.83,1,4.15,7,4,8,High
3.14,6.01,0,6.94,5,4,7,Average
4.2,6.73,0,4.2,8,5,9,High
3.71,10.0,1,5.39,7,3,8,High
3.27,7.27,0,9.09,5,5,4,Negative
2.06,3.89,0,8.42,4,9,4,Negative
4.0,3.0,0,8.58,3,6,8,Negative
6.34,7.32,1,4.32,9,2,9,High
9.69,7.82,1,2.72,6,1,9,High
1.66,5.96,0,11.06,4,6,4,Negative
5.45,8.49,0,8.02,6,4,4,Average
5.18,3.37,0,5.99,7,4,5,Average
3.13,6.75,0,5.78,4,8,1,Negative
3.47,7.46,1,5.75,6,4,8,High
4.96,6.17,0,5.85,5,6,7,Average
5.99,7.94,1,3.43,9,5,9,High
6.32,7.21,0,8.04,8,9,5,Average
6.47,5.36,1,2.86,6,3,5,High
5.74,6.4,0,4.36,5,7,9,High
5.2,4.97,1,5.92,8,1,10,High
6.08,7.05,1,3.11,8,4,9,High
4.1,7.4,0,7.76,7,6,5,Average
3.52,7.79,0,4.71,6,8,7,Average
6.46,7.15,1,3.89,4,2,8,High
2.61,8.38,0,4.06,6,6,5,Average
6.54,7.49,1,9.54,5,6,8,High
6.59,7.27,1,2.5,7,1,8,High
6.09,8.24,1,3.11,9,4,9,High
7.3,5.51,1,5.77,6,4,2,Average
4.6,5.87,0,3.64,3,10,6,Negative
7.57,5.25,0,7.4,5,9,6,Average
6.05,5.26,1,5.78,8,4,8,High
6.89,7.3,1,1.22,10,3,9,High
5.8,5.63,0,9.49,5,5,6,Average
7.33,5.23,0,6.13,7,4,5,High
6.03,7.55,1,7.36,5,6,7,High
5.55,7.63,1,4.89,6,1,7,High
8.47,4.3,0,7.86,7,6,7,High
4.48,5.9,0,7.35,8,4,8,High
3.67,5.2,0,6.77,5,3,8,Average
5.12,9.56,1,4.93,4,5,8,High
3.4,7.75,0,7.52,5,6,8,Average
5.56,7.44,0,4.88,4,7,4,Average
4.74,5.91,1,5.19,6,5,4,Average
4.83,5.97,0,5.11,3,7,5,Negative
5.6,6.71,0,6.64,8,5,7,High
3.73,6.2,1,6.1,3,4,5,Average
3.22,8.03,0,3.18,10,5,6,High
3.72,7.62,1,3.44,7,4,9,High
3.62,4.78,0,9.27,6,4,6,Average
1.66,5.2,1,7.55,4,6,3,Negative
10.0,6.59,1,1.91,7,1,9,High
7.07,4.97,0,3.78,4,8,6,Average
2.18,3.55,1,8.55,6,9,5,Negative
3.42,4.45,0,6.14,5,2,8,High
5.99,9.84,1,2.62,6,2,8,High
6.69,7.61,1,2.24,8,4,7,High
3.82,6.82,1,4.01,10,3,8,High
5.0,7.84,1,7.15,7,7,6,Average
5.81,5.83,1,4.99,3,2,5,High
7.61,7.57,1,3.53,9,3,8,High
4.58,7.97,0,3.39,6,6,8,High
2.45,5.24,0,5.11,2,8,5,Negative
4.26,9.02,1,3.14,4,9,9,Average
3.36,8.21,1,1.73,7,2,9,High
7.04,6.8,1,2.71,9,3,7,High
4.04,9.38,1,7.44,7,1,5,High
6.51,7.65,1,2.92,8,2,10,High
9.28,6.98,1,2.64,10,3,10,High
6.06,5.21,0,2.62,5,7,7,Average
8.58,3.67,0,10.47,6,10,7,Average
5.23,8.15,0,5.03,4,4,3,Average
3.25,6.36,1,7.57,8,5,9,High
5.47,6.23,0,4.88,5,4,7,High
1.7,8.99,0,5.5,3,9,1,Negative
1.04,8.03,1,6.23,4,4,6,Average
8.51,6.86,0,4.3,6,2,8,High
5.73,5.42,0,9.32,7,5,8,High
0.74,6.49,0,4.08,3,8,7,Negative
1.68,6.11,1,6.14,5,1,8,High
8.42,6.77,1,7.73,4,2,6,High
6.38,6.84,0,4.74,6,1,6,High
4.32,6.48,0,4.95,4,3,8,High
5.84,6.91,1,4.37,7,4,5,High
6.99,7.18,1,5.73,5,8,8,High
